INFO 2023-12-21 18:04:23,641 autoreload Watching for file changes with StatReloader
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\http\cookie.py first seen with mtime 1693929974.5949988
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\threading.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\token.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\cache.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\difflib.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\base.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\base_events.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\prototypes\raster.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\version.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:11:55,025 autoreload File B:\anaconda\envs\milo_is_gay\Lib\ntpath.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geometry.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\context.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1693929974.602999
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\admin\__init__.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\concurrent\futures\_base.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\wsgiref\simple_server.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,026 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\_range.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\paginator.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\dataclasses.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:11:55,027 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\_bounded_integers.cp310-win_amd64.pyd first seen with mtime 1665171937.2398918
DEBUG 2023-12-21 18:11:55,027 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\npyio.py first seen with mtime 1665171937.146891
DEBUG 2023-12-21 18:11:55,027 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_decimal.pyd first seen with mtime 1687559872.0277293
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\formats.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\handlers\asgi.py first seen with mtime 1693929974.5189986
DEBUG 2023-12-21 18:11:55,028 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\polynomial\legendre.py first seen with mtime 1665171937.2248907
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\collections\abc.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\os.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,028 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\compat\_inspect.py first seen with mtime 1665171936.7728918
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:11:55,028 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\coordseq.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:11:55,028 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_add_newdocs.py first seen with mtime 1665171936.7788918
DEBUG 2023-12-21 18:11:55,029 autoreload File B:\anaconda\envs\milo_is_gay\Lib\subprocess.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,029 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\hashable.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:11:55,029 autoreload File B:\anaconda\envs\milo_is_gay\Lib\traceback.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,029 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\model_checks.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:11:55,030 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\__init__.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:11:55,030 autoreload File B:\anaconda\envs\milo_is_gay\Lib\ctypes\util.py first seen with mtime 1687559590.3602917
DEBUG 2023-12-21 18:11:55,030 autoreload File B:\anaconda\envs\milo_is_gay\Lib\wsgiref\util.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,030 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\envelope.py first seen with mtime 1693929974.1469975
DEBUG 2023-12-21 18:11:55,030 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\threads.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,031 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:11:55,031 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\stride_tricks.py first seen with mtime 1665171937.1528919
DEBUG 2023-12-21 18:11:55,031 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\models\fields.py first seen with mtime 1693929974.1429975
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\util.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\text.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\__init__.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:11:55,032 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\fft\_pocketfft_internal.cp310-win_amd64.pyd first seen with mtime 1665171937.1218917
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1693929973.690996
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1693929974.5509987
DEBUG 2023-12-21 18:11:55,032 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\base.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\conf\urls\__init__.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\zoneinfo\_common.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\prototypes\geom.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\unicodedata.pyd first seen with mtime 1687559875.5586288
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:11:55,033 autoreload File C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\assignment1\models.py first seen with mtime 1703181199.568525
DEBUG 2023-12-21 18:11:55,033 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\pgraster.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\raster\source.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1693929974.4989986
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\linestring.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1693929974.378998
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\uuid.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1693929974.5189986
DEBUG 2023-12-21 18:11:55,034 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,034 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\__init__.py first seen with mtime 1665171937.1838915
DEBUG 2023-12-21 18:11:55,034 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\linalg.py first seen with mtime 1665171937.1868918
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\exceptions.py first seen with mtime 1693929974.5029986
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,035 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\fft\__init__.py first seen with mtime 1665171937.118892
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\urllib\parse.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\heapq.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\base\operations.py first seen with mtime 1693929974.1349974
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\posixpath.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,035 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\__init__.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\models.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1693929974.5949988
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\connection.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\tokens.py first seen with mtime 1693929973.9469967
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\machinery.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\quoprimime.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\models.py first seen with mtime 1693929973.9469967
DEBUG 2023-12-21 18:11:55,036 autoreload File B:\anaconda\envs\milo_is_gay\Lib\sre_constants.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\features.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\prototypes\errcheck.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\utils.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\__init__.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:11:55,037 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\utils.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\ctypes\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\headerregistry.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\wsgiref\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\utils.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\polygon.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:11:55,038 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\driver.py first seen with mtime 1693929974.1469975
DEBUG 2023-12-21 18:11:55,039 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\windows_events.py first seen with mtime 1686090633.0
